Lauren G.,"Bridgewater, NJ",6/3/2019,5 star rating,"When you walk in it's super romantic - very cabin chic. The smells reminds me of an older fireplace but is so comforting. My one dislike was when we were seated behind us was a store! I'm not sure what storeOpens up into this restaurant but it's a weird design and kind of ruins the romance of it all. What are you going toDo! Space is limited in Manhattan. My cucumber martini was very good. Portion size for appetizers varies but is smaller. We opted to share a bunch of apps instead of ordering meals. Calamari was good, housemade ricotta was phenomenal and the bread was super good and fresh. We ordered the tuna as well which was so fresh! So another disappointment for me was the side of the crab toast- it was one piece of bread cut into 4 pieces. The flavors were on point but it was sooo small! ThisPlace is not cheap by any means but really enjoyed my night here"
Diana N.,"Oceanside, CA",7/26/2021,2 star rating,"We went to ABC kitchen for my boyfriend's birthday and had a reservation. The atmosphere and place was overall nice. However, the only downside was that our food took a long time and we noticed those around us that got seated later and ordered later, receive their entrees before us. It was overall crowded and busy, so I think the experience could have been better if the staff was more attentive and the food didn't take an hour to get to our table."
Mike B.,"Washington, DC",2/24/2018,5 star rating,"We finally fulfilled a longtime ambition when we sauntered through the door of ABC kitchen. We enjoyed the ricotta with pear and grilled bread appetizer.  The rich, creamy cheese paired well with the sweet, but slightly tangy fruit.We split the fettuccine and pistachio pesto as a first course. This dish combined fresh pasta with tasty nuts. I highly recommend it. For my main, I went with the pork confit accompanied by bacon. It was pure porcine perfection! The confit preparation results in tender,  moist pork, a meat which in lesser restaurants can be in danger of tasting dry."
Molly T.,"New York, NY",10/3/2017,4 star rating,"Even non-foodies know about ABC Kitchen. The ABC enterprise is a total juggernaut in the city. Whether you're lusting after Tibetan art at ABC Carpet & Home or drooling over clean, organic eats at any of the ABC restaurants, you're probably swooning over something here. The sheer number of reviews for ABC Kitchen almost makes me want to save my energy because I'm guessing that most things one could say about this place have already been documented here. But as evidence by that painful run-on sentence, I'm going to take a stab at writing ABC Kitchen up, too. It was a long-awaited trip and the food was delightful. It didn't wow me in the way that I was expected to be wowed, but my expectations were comically high. So considering that, I'm satisfied. We came here at around 8:30 on a Saturday night. And yes, for a primetime reservation like that, you'll need to book pretty far out. It's worth it, just to get the full ambiance of this place. I had already been to ABCv before dining at ABC Kitchen so was already familiar with the general aesthetic at all things ABC, but this was still a treat. Simultaneously trendy, warm, natural/earthy, elegant. Take a lap if you can while you're waiting for your noms to arrive. In addition to a superb wine list, ABC Kitchen has a good selection of cocktails. I get giddy ordering cocktails at the Jean-Georges establishments because I feel like the relative healthfulness of the drinks cancel out the fact that I'm drinking poison. There are always some fruit and veggie components, which is not the norm of mixed drinks. Nowadays I mostly drink wine (I ordered wine with dinner ultimately), but I made an exception for Carrotini here. Vodka-based, carrot, ginger, lime. I'm a health nut and this felt like a proper Juice Press shot--making me twice as happy because it also helped with the whole inebriation thing. The drinking experience was slightly tainted, though. The cocktail took about 30 minutes to arrive. The bartender did pour it in front of us which was a nice touch, but the flair was lost on me given how impatient I had become at that point. My glass of wine ""with dinner"" also didn't pan out so well. Our waiter was emphatic that the Sancerre would pair well with one of our mains (the bass--more on that in a moment), which I factored into my decision-making process. Unfortunately, the wine didn't arrive until long after we were served said main. It was tasty, but tardy. The food here is as advertised. Fresh and organic, clean flavors, healthy and interesting. Nothing wildly creative but all well-executed. We ended up splitting one of the smaller bites, one appetizer and two mains. It was just barely enough food--I was expecting the mains to be bigger, so we could've managed with one more app. Can't have too much FOMO, though. Our eats, below:  Crab toast with lemon aioli: AThe famous crab toast! I was expecting to have my world rocked, and that didn't quite happen. But man, this was still so very good. That lemon aioli on top was key. And as is usually the case with powerhouse toast appetizers (I've had many), I was very sad when it was over. I'll just order 4-6 of these and call it a meal. Roast carrot and avocado salad, crunchy seeds, sour cream and citrus: AThis is the first week it's really been feeling like fall, and this felt like a great transition. Summery with the avo, autumn-y with the carrot. Simply roasted, very warming. Liked the pepitas on top--added some lovely texture. Would've liked a tad more sour cream, but that's just me being nit-picky. Black sea bass with chilies and herbs, baby market potatoes and spinach: AFresh and delicious. Nothing particularly notable but I love sea bass so I was happy with a perfectly-cooked piece of fish atop some yummy spinach. Crispy pork confit, smoked bacon marmalade and braised turnips: A/A+This dish was a lot smaller than expected (they advertised it as being a sizable plate) but otherwise, a sublime combo of ingredients--very well thought-out. The smoke bacon marmalade was pure crap and the greens underneath were super flavorful and held the sauce nicely. I very rarely eat mashed potatoes (I know I know, so sue me) but these were a worthy addition as well. Creamy and rich. Definitely our most decadent dish of the night, but not uncomfortably heavy."
Emi B.,"Manhattan, NY",3/9/2018,5 star rating,Never fail!Chicken liver toast and crab toast - LoveHake- so good! LoveMushroom pizza- good!Friend calamari- so crispy and fresh !What else I can say? You know!
Ira D.,"Woodridge, IL",7/25/2021,5 star rating,Came back after being here years ago. It was a great atmosphere and meal. Service was as expected. They even sat us earlier than our reservation time...which helped us.
S M.,"Pompano Beach, FL",8/4/2019,5 star rating,"My daughter has been insisting (since they've opened) that I dine here. I finally did!It was by far, the best meal I have had in a very long time.Everything from the moment we were seated until the moment we left was excellent. Ambiance, hostesses, servers, presentation of each dish, and distinct flavors were all perfect.We shared many dishes, ( appetizers) which were all so delicious! I ordered the chicken for dinner which was outstanding!I highly recommend this restaurant for a wonderful dining experience!Thank you to my daughter."
Victor D.,"Seattle, WA",6/2/2018,2 star rating,"Wow I came here hearing that it's really hard to get reservations and I managed to get one! Imagine how excited I am to try it.We got the crab toast, fried chicken, and crispy pork confit, and fettuccine.The crab toast, like all others have said, is the best item and you have to get it. It's basically some buttered crab on some well toasted bread. I don't think it's particularly hard to make...but it is very tasty.The fried chicken, now that was very interesting. The fried chicken itself sits on some spinach and spicy sauce, so it reminds you of southern fried chicken. What's so unique about this chicken is that it's a large piece that has no bones! How is that possible?? Well they stitch together  chicken breast and thigh to make this possible. So some part of the chicken will be more dry than the others. As for the battering, it's a very light batter. I thought this was an interesting dish, but I didn't think it was particularly good.... Note, if you are sharing this dish make sure you don't just get caught with the red meat or white meat as that makes the experience very different :DThe pork confit wasn't that special either. There are two different kinds of pork. One is the main dish, a bit on the dry side. That's probably why there's mashed potatoes around it. Then there's a more saucy/asiany style pork belly. That is very firm and also very dry. Not that great....The fettecuni was really good. I lied, this is probably my favorite dish from the meal. The pasta itself was so good, it's firm and strong and it feels so fresh. There are a lot of fresh ingredients like the pesto, peas, and other veggies.  Overall this place was a huge disappointment given how good it was supposed to be. Wouldn't recommend spending a decent amount of money here."
Patrick N.,"Brooklyn, NY",8/10/2017,2 star rating,"I really wanted to love this place. It has a hipster decor with all the servers wearing plaids. I never had a disappointed experience from JG restaurants. I came here for RW lunch. I ordered from RW menu, but my date ordered a black bass entree from the regular menu. raw fluke for appetizers: this was OK. The aesthetic of this dish was dull and unimpressive. It's simply white on a plate that looked like a paper plate. Taste-wise, it was ok. The horseradish with the fish tasted a bit like eating sushi but with an extra punch.portobello burger for entree: the first bite was delicious. The portobello was juicy and the sauce was awesome. The inner part was extremely SALTY to the extreme that it was bitter. Black bass (non-RW): the black bass had crispy skin but the spinach was inedible. It was so salty that we had to send it back. Worse yet, the new fish she got was significantly smaller than the initial one. The sundae with caramel ice cream was delicious, but they overdid it with too much fudge. It was way too sweet as you scoop to the bottom of the sundae.  Tl;Dr food was salty and they screwed up on the details. I am especially harsh on this restaurant considering its reputation. The service was subpar considering they weren't especially packed for RW lunch and the screwed-up dish wasn't even from the RW menu!"
Olivia C.,"Montvale, NJ",6/23/2021,4 star rating,"I had high expectations coming here after an amazing meal at ABC Cocina, and it did not disappoint! The service was very friendly, but didn't really standout to me. Although inside the restaurant is was quite dark for my liking, the food made up for it! My sister ordered the lobster, and it was literally just lobster with nothing accompanying so she was still hungry and had some of my black truffle and fontina whole wheat pizza (which was so. good.), so if you get the lobster, I do recommend ordering a side/small app. The menu is fairly limited as well."
Shelbi C.,"Louisville, KY",2/14/2020,5 star rating,"It could be raining outside (it was) but you would never know it inside ABC. The space is so light and airy with clean lines and floral details. We dined here for lunch, the perfect spot for a meal after a runway show. We arrived earlier than our reservation but the hostess was able to quickly accommodate us. I ordered a greens juice to get me started. There was an enticing lunch three course prix-fixe menu that in the end, convinced  us all. First course was a warm and creamy cauliflower soup that had just the right amount of spice from the chili. Main course was a delicious pan seared salmon over a bed of fresh greens. ABC definitely saved the best for last with a pistacho creme brûléed to perfection. As much as the other two were satisfying, this was probably my favorite. Nothing was left in my bowl. After you dine here, I suggest you wander around ABC carpet and home if you are looking for any gifts or just some home decor inspiration."
Chris B.,"New York, NY",3/17/2019,5 star rating,"Love ABC Kitchen! About as good as it gets in this price range for restaurant choices in Manhattan. Perfect place to take a date, huge restaurant with great ambiance, all the items on the menu are unique. Also a good place to take visitors to NYC.The entrance from the street is a little confusing, it's hard to tell which of the three ABC restaurants you are walking into. Service was top notch, and food was delicious. We ordered:crab toast with lemon aioli ($18) - this was so good I forgot to take a picture. It looks like all the other reviews. Must order!shaved raw fluke, apples, horseradish, blood oranges ($19) - creative unique, appetizer. Very delicious and not too unhealthy.faroe island salmon in mushroom crust, lemon emulsion, herbs ($36) - my girlfriend ordered this, she liked it.grilled pork chop, frill mustard with apple mostarda ($37) - I ordered the pork chop and I'm glad I did! The sauce was delicious. Recommendedshaved brussels sprouts slaw, mustard vinaigrette, cranberries, chives ($10) - I've never heard of brussel sprouts slaw before, but this was creative and good. Sorbet for dessert was very good. Overall great experience and will definitely be back. Highly recommended!"
Tiffanii C.,"New York, NY",4/7/2019,5 star rating,"Came here with a friend who was visiting the city for Sunday brunch. We made sure to book a reservation ahead of time as I heard about the super long waiting times on Yelp. Nonetheless, we had to wait about 10 minutes or so as our table wasn't ready yet, which wasn't a problem.We got a variety of dishes: Buttermilk and Crawford Cheddar biscuits, Crab Toast with Lemon Aioli, Smoked Salmon with Horseradish, Creme Fraiche and Lemon, and Eggs Benedict with Flying Pigs Farm Ham. I loved each single dish we had (minus the Smoked Salmon as I don't like Smoked Salmon but my friend absolutely loved it!)! The biscuits were buttery, flaky-ish, and overall indulgent in taste and texture. I personally preferred it without the butter but my friend loved it with the addition of butter so definitely try that. You could also really taste the cheddar and overall, it was just an amazing assortment of flavors. I saw that the Crab Toast with Lemon Aioli was a big hit on Yelp and the reviews were right on point! The crab chunks were beautifully fresh, moist (sorry but true), soft, and delicious. The lemon juice added a wonderful tang to the dish as well as the lemon aioli. The buttery toast also gave such a nice crunch and flavor. I highly recommend getting this!The Eggs Benedict was also a wonderful dish. The saltiness of the ham paired with the mildly seasoned egg really went well together. The eggs were perfectly cooked with a beautifully runny yolk. The hollandaise sauce was also really silky and creamy and made the overall dish a flavor bomb. The diced potatoes were also nicely flavored, so I give this dish a huge thumbs up as well!Overall, this is a nice place to dine with visiting friends, relatives, or even with a date hehe. It's not the cheapest restaurant, but the price is worth it in my opinion."
Joanne H.,"New York, NY",8/16/2020,5 star rating,"i came here for restaurant week and everything was amazing. each course was flavorful and of great quality, but this CAKE. i literally dream about this cake. the chocolate ganache paired with crunchy chocolate ball bits, and the marshmallow coating.... this is my dream cake and i let it live in my mind rent free."
Benson Y.,"New York, NY",2/25/2019,4 star rating,"ABC Kitchen is associated with the nearby ABC Carpet and Home.  Known for its cross between modern and classic design sensibilities, its wares are not cheap but they are whimsical and lovely to look at.  However if you ever wanted to have a meal inside the interior of ABC Carpet and Home, ABC Kitchen gives you that chance ! Walking into the restaurant feels like you have walked into a catalog complete with beautiful lighting, furniture and fixtures.  It is an absolutely gorgeous space with a modern, semi-rustic design.I came for a birthday brunch, so I was able to try several dishes.  Here is a rundown:CRAB TOAST WITH LEMON AIOLIThese small pieces of toast each came with a delicious crab salad.  The texture and flavor were both nice and smooth while the aioli gave it a bright ""bite"" of flavor.  Definitely get these!MUSHROOMS, PARMESAN, OREGANO & FARM EGG PIZZAThis small pizza is perfect for 3-4 people to share.  The egg may seem like an odd thing to add to a pizza, but all the flavors come together beautifully to create a very comforting dish.SCRAMBLED EGGS, CRISPY OYSTERS & HOT SAUCE BUTTERLike the egg on pizza above, this is a very unexpected combination of ingredients.  However, they somehow work together beautifully.  The egg was runny, just the way I like them and the crispy oysters offered a delicious contrast in both flavor and texture.  The hot sauce butter tied it all together.  This is a must-order!WOOD OVEN ROASTED MAINE LOBSTER (with Oregano & Lemon-Chili Vinaigrette)This was perhaps one of the most straight forward dishes we ordered.  While good, there was nothing outstanding about it.   It was moist, the vinaigrette was good, but I woul dnot say this is a ""must have"".Service was A+.  Our waiter was funny, attentive and answered all of our questions.  When his shift ended, he made a nice smooth hand off to our second waiter (who was also fantastic).Overall I loved my experience at ABC Kitchen and I cannot wait to go back."
Darya S.,"Queen Creek, AZ",2/18/2019,4 star rating,"ABC Kitchen doesn't need any more rave reviews, so I'll keep this short (because I still have things to say, dammit!). - this is the most enormous restaurant ever; I kept on walking and it kept on going. That's great, because it means you'll almost always be seated. There's also a variety of seating options, whether high-top and stool, or round family table, or bar, or regular two- or four-person tables. - taste is not lost on them. The decor is so unique and carefully thought out. Every corner is dripping with style, all within the uniform modern rustic theme.  - customer service is very professional and chivalrous, although slow. - had the mushroom appetizer, the sea bass entree, and the Brussel sprouts side. Everything tasted perfect, though portion sizes were way small, especially for the price, so keep the quality-over-quantity thing in mind when coming here. It's more about the exquisite presentation and the quality ingredients at ABCK. Also tried the kale salad with salmon added to it, which was actually a big portion and very lemony delicious. - special note to not sleep on the vegetables! There's definitely a special vegetable situation happening here! - coffee was great and was refilled as well. They have almond milk, score! Their iced tea looked great, too, though I didn't try it. - love how it's got the home decor extension, so you can take a fun walk after your meal!"
Dana L.,"Santa Monica, CA",7/20/2019,5 star rating,My friend treated me for my birthday here and wow I mean what an enjoyable experience! We were seated right away- with our reservation of course. The waiters were super attentive which is great! And wow the food is incredible! I'll definitely be back
Gabriel G.,"Brooklyn, NY",9/19/2021,1 star rating,"I've been coming to ABC for three years. I came last week for brunch and it took over 1.5 hours to receive Eggs Benedict. The waitress assured me several times it would be out any minute. I had to beckon her several times in intervals of 15 minutes to check on it.  She finally admitted there was a mix up in the kitchen. I was expecting to not pay for it, however the waitress did not refund us but instead brought us an ice cream sundae. I am dairy free. I won't be coming back."
Bernice M.,"New York, NY",1/28/2018,4 star rating,"We had a table for 4 with a reservation, but you are not able to sit without everyone present.Drink: *Sangiovese, montemercurio 2014, tuscany, Italy - delicious red wine, one of the less expensive glasses *Pear Cider - very delicious and lightWe ordered a few appetizers to share. You order appetizers and entrees at the same time and they say they have a system that spaces everything out.Appetizers:*Crab toast with lemon aioli - not as much crab taste as I would like, but very fresh.*Chicory and roasted winter squash salad, maple-lemon vinaigrette and goat cheese - loved this, the vinaigrette had a little bit of a spicy kick to it but it worked*Pretzel dusted calamari, spicy tomato and mustard aioli - came out crispy and liked it with the mustard aioli more than the spicy tomatoEntree:*Crispy pork confit, smoked bacon marmalade and braised turnips - AMAZING. Wish I had more. The portions are small. The pork came out very tender and fell apart and the skin was perfectly crispy. There was a nice smokiness to the bacon marmalade and it was also on some mashed potatoes as well as the turnips.Dessert:*Sundae - salted caramel ice cream, candied peanuts & popcorn, whipped cream, hot fudge - A delicious dessert to share with everyone. You wouldn't think popcorn and ice cream would mix, but it does.The service was great. We asked our waitress for recommendations and she went through the entire menu explaining what were top picks, which helped us narrow down our choices or reinforce what we wanted to try!The restaurant is so beautifully decorated and it is much bigger inside than expected!The price is a little more expensive than I would like, but it's the price you pay for the quality of food and farm to table style food."
Nikki B.,"Hemet, CA",1/21/2021,5 star rating,Great service and delicious food! I always enjoy their food seasonally changed. Been here several times and all my experiences are fabulous. Beautiful restaurant with delicious food - the decor is really really beautiful and creative. I highly recommend this spot.
Claudine V.,"Los Angeles, CA",3/6/2017,4 star rating,"Came here for dinner to meet my aunt and long time child hood friend.  The place is very dark inside and lively which I like a lot. We ordered a bottle of Malbec and charcuterie to start with.  For entree I ordered halibut fish and some ordered wheat goat cheese pizza , fettuccini with a side of Brussels sprouts and linguine with brocollini. Everything  was tasty and on point with flavors. Service was great and ambiance was just right for the evening. Watch out, you might see some famous celebrities dining here."
David L.,"New York, NY",1/23/2020,1 star rating,"You'd think a restaurant that charges $34 (including tax and tip) for a cheeseburger would have the foresight to put slam-guards or a jointed-arm or felt-strips on the door to prevent it from smashing shut. Not even so much as weatherproofing or draft-stoppers so that the hostess wouldn't need to wear such a luxurious shawl for warmth! Meanwhile, I stood there--completely unacknowledged--waiting for a few minutes as the hostess continually chatted-up some lucky guy to whom she eventually gave a card before deigning to recognize that I existed... So much slamming! Slamming & slamming & slamming... But how could anyone possibly expect oversight from the administrators when the very next (jittery fidgety erratic sporadic) person I encountered couldn't even make eye contact or focus on any one thing for one single second... What an unbelievably uncomfortable experience... Ew..."
Rachel G.,"New York, NY",6/10/2019,5 star rating,I came here for dinner by myself before a show and sat at the bar.  Food starts being served at 5:30 pm.  I really enjoyed the food and the atmosphere.  The bar area is very pretty.  I had the ravioli and their service was quick.  They were very attentive to me and I enjoyed my dinner and reading during it.  It is not an inexpensive meal but I only had the one entree.  They also gave bread with olive oil.
Laurie V.,"Canton, OH",4/20/2017,4 star rating,"Had some small plates on Easter Sunday at the bar with a friend. Beets, poke tuna, and ramp toast (they are in season now).  Also had a salted caramel sundae for dessert.  An easter sundae.  I enjoyed my Mezcal Paloma.  Refreshing and good. Bartender was very sweet.Only small issue: the flies.  It was somewhat warm and stuffy at the bar and the flies were buzzing around.  But the food was top-notch."
Chris E.,"Paramus, NJ",2/9/2017,5 star rating,"5 stars just doesn't do ABC Kitchen justice!Having wanted to dine at ABC Kitchen since they won the JBF Award for Best New Restaurant in 2011, I finally had a chance to visit when I took my girlfriend here for her birthday and did we ever enjoy the experience here.The outside of the restaurant was pretty unassuming, except for the small ABC Kitchen sign right above the entrance that was quite difficult to actually see in the evening. Nevertheless, we found it. Our dinner reservation was for Saturday, 6pm --- a bit earlier for dinner than desired because they were booked to the brim that evening. I made my reservation about 1 month in advance, so that goes to show you BOOK EARLY if you want to dine here!When we walked in, we walked thru the spacious bar and feasted our eyes on a really magnificently decorated, dimly-lit and huge dining area. The tables went back as far as my eyes could see. This was one of the largest dining ""rooms"" I had ever seen in an NYC restaurant! With the lack of space in NYC, I never thought I would see a dining area so long!The restaurant was fairly empty when we arrived at around 5:50, but by the time we finished at 7:30, it was almost at capacity. Surprising in that they could get such a large restaurant completely filled, not surprising in that it's ABC Kitchen and one of Jean-Georges' gems.I've written a book and still haven't gotten to the food, so here goes. One word, AMAZING. There was not one dish that we disliked and each dish had it's own uniqueness. There was something that stood out with everything we tried. We wanted to try everything, but went with what we knew was most popular:CRAB TOAST WITH LEMON AIOLISomething we saw a lot of on Yelp and it was much better than we even anticipated. First, the toast holding the crab was very large so it was easily shared between 2 people. The crab was cold, extremely fresh and melted in our mouths. It was some of the best fresh crab meat I had ever tasted. A must start with appetizer as we saw multiple tables order this.KASHA AND BOWTIE PASTA, VEAL MEATBALLSThe restaurant allowed for 2 options, an appetizer size or entree size. Since we wanted to try more dishes, we went with the appetizer portion. OK we were starving too, but trying a little bit of everything doesn't hurt either. The dish arrived in 2 small bowls, 1 for me and 1 for my girlfriend. The pasta was cooked al dente, maybe a bit under? I'm used to pasta being very soft, but the pasta had verrrrrry slight hardness to it, but it worked to perfection. The sauce wasn't overwhelming, but gave the pasta a great flavor. The little veal meatballs were scattered all around and complimented the pasta perfectly.PIZZA - MUSHROOMS, PARMESAN,OREGANO AND FARM EGGAlthough I saw this repeatedly online, our waitress and a busboy informed us that this was their favorite pizza here, so that's all the convincing we needed. Regardless of their opinions we were going to order this pizza and it met every piece of hype I read and heard. There was a ton of mushroom scattered on the outside of the pizza next to the crust, while the egg was floating around in the middle. Everything about this pizza was tasty. The mushroom had a toasty flavor to it, the egg mixed in well and the cheese was ... well very cheesy. An absolutely flavorful pizza for the ages.BLACK SEA BASS WITH CHILIES AND HERBS, BABY MARKET POTATOES AND SPINACHSince we were 2 people, the kitchen split our entree into 2 bowls. As to why restaurant don't do this more often, I don't know, but ABC Kitchen got it right. By the time we reached this dish, we were pretty close to stuffed, but after 1 bite of the fish, we easily made a bit more room (subconsciously). The skin was very crispy and it definitely made the sea bass that much more interesting. It sat on a little bed of spinach with a few slices of potato to the side. It was simple, elegant, light and, best of all, really good.SUNDAE WITH SALTED CARAMEL ICE CREAM, CANDIED PEANUTS & POPCORN,WHIPPED CREAM, HOT FUDGEYou can't have a meal at a James Beard award winner without dessert so we forged ahead despite our bloated stomachs. We went with the popular salted caramel ice cream sundae. To sum it up, it was a huge order of 3 scoops of excellent salted caramel ice cream. Texture and taste were right on point. And if you love caramel, there was some caramel popcorn (tasted like cracker jacks) spread out over it as well.Everything about ABC Kitchen was perfect. The service was fantastic. Since it was girlfriend's birthday, I walked up to a random busboy (during a ""bathroom break"") and told him if we could get a candle and small Happy Birthday dessert for my girlfriend and they came thru when our salted caramel dessert arrived. The atmosphere was laid back, yet romantic with the dim lighting. The dress code was casual amongst not only the customers, but the waiters as well. The experience of dining here was everything and much more than we had expected!"
Matt H.,"Philadelphia, PA",3/4/2019,4 star rating,"It's been 5 years since I last ate here, but ABC kitchen still delivers. I was pleasantly surprised my group was able to get bar seating on a busy saturday night! The atmosphere is really nice and they have a variety of settings - main dining room has dim lighting that is great for dates, and no matter where you are seated, you'll be surrounded by fresh and modern decor. Likewise, the menu offers dishes with unique and refreshing taste. A few highlights:Crab toast: a delight to share with the table. Honestly I'm not a huge fan of crab to begin with, but this dish really works for me. Pairs well with the lemon aioli.Black Sea bass: Super fresh, and sits in a delicious herb broth. The fish skin was crispy, but otherwise was super moist!Pork Chop: the group's unanimous favorite - they give you a nice thick slab of juicy meat, rich in flavor. The apple mostarda was also tasty and balanced the meat well.Chocolate cake: has ganache in the filling, and has a toasted marshmellow icing - above average chocolate cake for sure!Service isn't the fastest, but the waiters were very polite and professional."
Maria V.,"Jersey City, NJ",2/19/2017,4 star rating,Had a girls Sunday brunch for a friends bday.... cute French contemporary in the inside . Colors are light .Place gets packed . The crab toast is THE BOMB! Truely delish.  The pizza was also very good. We had the mushroom . Other people had other things but nothing memorable to me
Eve K.,"Sunnyvale, CA",12/2/2017,4 star rating,"Adorable and delicious dinner date spot at Jean George upscale but more casual spot.Food: 4.5, Service: 4.5, Atmosphere: 5Cost to worth it rating: 3 (entrees mid-$30s)Opentable-able: yesReturn worthiness: yesHighlights- Fish: hake was meaty yet tender and cooked to perfection with a crispy top. 4.5 stars - Bread: each element of the squash fresh ricotta toast could have stood on their own, but together they sang. 4.5 stars - Cocktails: different ones like a carrotini. Never would order it at home but made me feel healthy but still get my booze. - Atmosphere: little lights everywhere making it seem like a magical snowkissed forest of sorts. Fine dining quality food but with approachable items like pizza and pasta on the menu.Lowlights- Shared long tables: in case you wanted to be on a private date, beware you may be put here.Fully enjoyed my meal here and would recommend it to others."
Mc K.,"Manhattan, New York, NY",10/31/2020,3 star rating,"For the amount of hype this place gets, my expectations were not completely fulfilled. Atmosphere was great. Service was decent. Food wasn't particularly bad but didn't match the price point. Braised beef was my favorite dish; and it was served some root vegetables and a nice gravy. Salmon was decent, but not spectacular. Unsure if I would make a return back to this place."
Steve R.,"Woodmont Triangle, Bethesda, MD",11/26/2017,5 star rating,"Came by here for brunch on Sunday morning.  The place has a real urban vibe.  It is inconspicuously tucked into what appears to be an old warehouse with exposed concrete pillars, ductwork and wood rafters.  Good thing we got there before noon b/c the place filled quickly.Most everything is locally-sourced from local farmers' markets.We ordered the mushroom parmesan oregano & farm egg pizza, eggs and crispy potatoes w/ cheese biscuits, and the akaushi cheeseburger w/ herb mayo & pickled jalapeños.  The food was excellent.  The wait staff was courteous and attentive."
Sennett L.,"Los Angeles, CA",7/5/2017,3 star rating,"Out of the 2 reservations I made for our NYC trip, ABC Kitchen was one of them.  It was Sunday night, 9:30pm and the restaurant, although not empty, was not extremely busy.  The night started out great.  We got seated promptly, waters were delivered immediately, and server was friendly.  We ordered some appetizers and entrees to share (3 people).  First off was the Crab toast with lemon aioli.  This was delicious.  The crab was fresh and toast was crunchy!Next was the pretzel dusted calamari with spicy tomato and mustard aioli.  This was also very good.  Calamari was tender with a crispy exterior.  Both dipping sauces were really good. Appetizers arrived in a timely manner and were delicious however once we finished them, we waited almost an hour for our entrees.  About 45 minutes into our wait, we were given another appetizer on the house, heirloom tomato toast, which was also great, and told that the kitchen was a bit backed up.  Finally, our entrees arrived.  Mushroom pizza with parmesan, oregano and farm egg.  This was pretty good, with no shortage of mushrooms.  The farm egg was small and yolk was popped (not sure if that was intentional).  Not bad.Then our pasta dish was the angel hair with saffron, golden garlic, jalapeños, herbs and fresh ricotta.  This was a huge let down.  The angel hair was clumped together and cold.  The fresh ricotta was clumpy and none of the flavors really came together.  Our experience at ABC Kitchen started off great and slowly went downhill.  I'm not sure what caused the backup in the kitchen considering the restaurant didn't look as busy but it seemed as if the pasta was ready to go 30 minutes before the pizza.  Definitely an oversight on someone's end."
Brenda P.,"Pembroke Pines, FL",12/27/2016,5 star rating,"Seated at a beautiful round table for six, we relaxed and enjoyed ourselves. Chic with a side of street sass thrown in, this Jean-Georges original has fascinated me for years. Not only is the food extraordinary, but I love supporting their genuine farm-to-table efforts. Locally grown fresh produce? Mostly organic? Cruelty free-humanly treated livestock? Free of pesticides, fertilizers, insecticides, and GMOs? Yes, yes, yes! My favorite hot-sauce butter fried chicken dish is no longer available for lunch, but you can still order it off the dinner menu. Our party size allowed us to sample a good portion of the menu. #travelperks The highlights were the Ricotta and Farm Egg Raviolo and the Akaushi Cheeseburger. For dessert, the Cookie Plate and Salted Caramel Ice Cream Sundae were the crowd pleasers, as usual. I especially loved the simple and lightly sweet Almond Cake. Make sure you research what the restaurant-front looks like, to avoid getting lost as I did my first time.To say I'm excited about the upcoming ABC Kitchen Miami is to put it lightly."
Jackson M.,"Manhattan, New York, NY",11/12/2020,5 star rating,"Absolutely amazing dining experience. The food was phenomenal and was presented so nicely. The environment was elegant yet not too fancy. We had multiple dishes and were very satisfied. Great place for birthdays, anniversaires, or special occasions."
Marissa S.,"Manhattan, NY",10/16/2017,4 star rating,"Love the ambiance in general, though I will always request to sit in the front of the restaurant because of the following two issues I had sitting in the back of the restaurant today: (1) we were seated right near the ABC home store, and I didn't like the heavy smell of candles that must have been lit in the store; (2) two different people thought it was appropriate to have lengthy telephone conversations right behind our table.  Really annoying.  Went for the lunch pre-fix: $34 for a three-course meal.  Food was high quality and definitely worth the price tag.  Only complaint was the portion of the butternut squash soup - seemed like it was a mini portion - like for a baby. Salmon over salad was delicious, as was the almond cake.  The starter bread was also totally delicious.  I would definitely return - preferably for the lunch pre-fixe."
Marissa G.,"Houston, TX",3/4/2019,5 star rating,"My group came to ABC kitchen last minute with no reservation (whoops) and they still found a way to get us a seat rather quickly. I'm glad they did because I loved every dish. The tuna sashimi was unexpected but amazing and flavorful. Same with the fluke, I can't decide which was better. The lobster dish did not disappoint, but was also relatively classic. Cookie plate was a fun ending, would recommend!"
